stock_id,date,pred_return
000001,2026-03-09,0.48970824
000001,2026-03-10,0.4933557
000001,2026-03-11,0.4736724
000001,2026-03-12,0.46589762
000001,2026-03-13,0.47733897
000002,2026-03-09,0.4566281
000002,2026-03-10,0.48827368
000002,2026-03-11,0.5595828
000002,2026-03-12,0.6116468
000002,2026-03-13,0.5156153
000063,2026-03-09,0.65597624
000063,2026-03-10,0.629777
000063,2026-03-11,0.67490053
000063,2026-03-12,0.6880439
000063,2026-03-13,0.6709928
000100,2026-03-09,0.4843281
000100,2026-03-10,0.50043935
000100,2026-03-11,0.39626366
000100,2026-03-12,0.45552844
000100,2026-03-13,0.5178236
000157,2026-03-09,0.49545527
000157,2026-03-10,0.4654142
000157,2026-03-11,0.4102593
000157,2026-03-12,0.40512067
000157,2026-03-13,0.4798072
000166,2026-03-09,0.44257483
000166,2026-03-10,0.4520172
000166,2026-03-11,0.46536583
000166,2026-03-12,0.4882603
000166,2026-03-13,0.5059565
000301,2026-03-09,0.86157763
000301,2026-03-10,0.8845218
000301,2026-03-11,0.8672153
000301,2026-03-12,0.70288575
000301,2026-03-13,0.65452147
000333,2026-03-09,0.40578583
000333,2026-03-10,0.41766888
000333,2026-03-11,0.42758444
000333,2026-03-12,0.48591143
000333,2026-03-13,0.536513
000338,2026-03-09,0.41225252
000338,2026-03-10,0.40257007
000338,2026-03-11,0.40033048
000338,2026-03-12,0.43521005
000338,2026-03-13,0.4123389
000408,2026-03-09,0.69604856
000408,2026-03-10,0.68813825
000408,2026-03-11,0.66243553
000408,2026-03-12,0.6299908
000408,2026-03-13,0.54447454
000425,2026-03-09,0.42601073
000425,2026-03-10,0.5215662
000425,2026-03-11,0.6022529
000425,2026-03-12,0.44140607
000425,2026-03-13,0.49111727
000538,2026-03-09,0.45876226
000538,2026-03-10,0.5288573
000538,2026-03-11,0.52829117
000538,2026-03-12,0.49862662
000538,2026-03-13,0.38751394
000568,2026-03-09,0.52494055
000568,2026-03-10,0.56220055
000568,2026-03-11,0.5060525
000568,2026-03-12,0.4722708
000568,2026-03-13,0.4184856
000596,2026-03-09,0.5276319
000596,2026-03-10,0.53882796
000596,2026-03-11,0.5019614
000596,2026-03-12,0.5132143
000596,2026-03-13,0.41829842
000617,2026-03-09,0.5244452
000617,2026-03-10,0.45278013
000617,2026-03-11,0.4181834
000617,2026-03-12,0.42838347
000617,2026-03-13,0.51140875
000625,2026-03-09,0.42425966
000625,2026-03-10,0.45452324
000625,2026-03-11,0.5140648
000625,2026-03-12,0.4942581
000625,2026-03-13,0.4575867
000630,2026-03-09,0.18747827
000630,2026-03-10,0.15667082
000630,2026-03-11,0.22619975
000630,2026-03-12,0.3278435
000630,2026-03-13,0.43990064
000651,2026-03-09,0.27564475
000651,2026-03-10,0.24480903
000651,2026-03-11,0.27358553
000651,2026-03-12,0.36121887
000651,2026-03-13,0.38444823
000661,2026-03-09,0.3032954
000661,2026-03-10,0.25612286
000661,2026-03-11,0.32254857
000661,2026-03-12,0.4446118
000661,2026-03-13,0.40885147
000708,2026-03-09,0.6361317
000708,2026-03-10,0.69155705
000708,2026-03-11,0.61734223
000708,2026-03-12,0.51227295
000708,2026-03-13,0.44604498
000725,2026-03-09,0.5881146
000725,2026-03-10,0.5352938
000725,2026-03-11,0.5074795
000725,2026-03-12,0.5929672
000725,2026-03-13,0.5790834
000768,2026-03-09,0.60499394
000768,2026-03-10,0.6198759
000768,2026-03-11,0.5758498
000768,2026-03-12,0.5941821
000768,2026-03-13,0.5854381
000776,2026-03-09,0.515084
000776,2026-03-10,0.48694593
000776,2026-03-11,0.46295062
000776,2026-03-12,0.46394366
000776,2026-03-13,0.48378956
000786,2026-03-09,0.36158988
000786,2026-03-10,0.4008935
000786,2026-03-11,0.50459224
000786,2026-03-12,0.5062179
000786,2026-03-13,0.3684321
000792,2026-03-09,0.5017981
000792,2026-03-10,0.49853176
000792,2026-03-11,0.5146064
000792,2026-03-12,0.64748025
000792,2026-03-13,0.6056979
000807,2026-03-09,0.53070825
000807,2026-03-10,0.3751845
000807,2026-03-11,0.2623227
000807,2026-03-12,0.29946372
000807,2026-03-13,0.38292167
000858,2026-03-09,0.44148085
000858,2026-03-10,0.42340901
000858,2026-03-11,0.4631978
000858,2026-03-12,0.51548547
000858,2026-03-13,0.5489788
000876,2026-03-09,0.47266528
000876,2026-03-10,0.53936255
000876,2026-03-11,0.40726572
000876,2026-03-12,0.32402775
000876,2026-03-13,0.31781682
000895,2026-03-09,0.53209686
000895,2026-03-10,0.53908086
000895,2026-03-11,0.49568346
000895,2026-03-12,0.4076317
000895,2026-03-13,0.4175754
000938,2026-03-09,0.528702
000938,2026-03-10,0.4196636
000938,2026-03-11,0.311045
000938,2026-03-12,0.45947006
000938,2026-03-13,0.3502439
000963,2026-03-09,0.44302526
000963,2026-03-10,0.3629513
000963,2026-03-11,0.4184345
000963,2026-03-12,0.48175538
000963,2026-03-13,0.47718078
000975,2026-03-09,0.41687015
000975,2026-03-10,0.4177534
000975,2026-03-11,0.40496087
000975,2026-03-12,0.45650965
000975,2026-03-13,0.4933771
000977,2026-03-09,0.33875898
000977,2026-03-10,0.30783817
000977,2026-03-11,0.27660874
000977,2026-03-12,0.26595888
000977,2026-03-13,0.3531803
000983,2026-03-09,0.511213
000983,2026-03-10,0.4043145
000983,2026-03-11,0.53379637
000983,2026-03-12,0.6723316
000983,2026-03-13,0.6719433
000999,2026-03-09,0.5742061
000999,2026-03-10,0.5250796
000999,2026-03-11,0.5262776
000999,2026-03-12,0.45819795
000999,2026-03-13,0.54220164
001391,2026-03-09,0.35625753
001391,2026-03-10,0.38502342
001391,2026-03-11,0.40465182
001391,2026-03-12,0.42113256
001391,2026-03-13,0.44256812
001965,2026-03-09,0.3350912
