stock_id,date,open,close,high,low,volume,amount,amplitude,change_amount,turnover_rate,pct_change,ret_1d,ret_2d,ret_3d,ret_5d,ret_7d,ret_10d,ret_15d,ret_20d,mom_5d,mom_10d,intraday_return,range_pct,close_to_high,close_to_low,close_to_ma_5d,close_to_ma_10d,close_to_ma_20d,volatility_5d,volatility_10d,volatility_20d,volatility_ratio_5_10,volatility_ratio_10_20,volume_change_1d,volume_change_5d,volume_ratio_5d,volume_ratio_10d,amount_change_1d,amount_ratio_5d,amount_ratio_10d,turnover_mean_5d,turnover_mean_10d,turnover_mean_20d,turnover_change_1d,turnover_ratio_5d,turnover_ratio_10d,amplitude_mean_5d,amplitude_mean_10d,amplitude_ratio_5d,amplitude_change_1d,risk_adjusted_mom_5d,risk_adjusted_mom_10d,rel_ret_1d,rel_ret_5d,rel_mom_10d,relative_to_market_5d,relative_to_market_10d,consecutive_up_days,consecutive_down_days,positive_day_ratio_10d,negative_day_ratio_10d,volatility_ratio_5_20,volatility_state_change_5d,rank_ret_1d,rank_ret_5d,rank_mom_5d,rank_close_to_ma_10d,rank_turnover_rate,rank_volume_change_1d,rank_volume_change_5d,rank_volatility_5d,rank_volatility_20d,rank_amount_ratio_5d,rank_rel_ret_5d,volatility_regime_rank,ret_1d_zscore_cross_section,ret_3d_zscore_cross_section,rel_hs300_mean_ret_1d,rel_hs300_mean_ret_5d,rel_hs300_mean_mom_10d,rel_cs_mean_close_to_ma_10d,distance_to_20d_high,close_position_10d,close_position_20d,rebound_from_10d_low,breakout_streak_20d,drawdown_recovery_ratio_10d,turnover_spike_5d,volume_spike_zscore,turnover_spike_zscore,volume_price_divergence_5d,crowding_risk_5d,overheat_score,volatility_switch_signal,volatility_switch_rank,rel_strength_accel_5d,rel_strength_accel_5d_v2,rel_strength_accel_5d_v3a,rel_strength_accel_5d_v3b,rel_strength_accel_5d_v3c,trend_persistence_score_10d,trend_persistence_score_10d_v2,volatility_compression_breakout_20d,crowding_reversal_risk_5d,reversal_risk_score,prediction_date,pred_return,pred_return_selected,pred_rank_pct,risk_penalty,selection_score,rerank_signal_score,selection_score_final,secondary_signal_score,secondary_quality_penalty,secondary_alpha_score,target_weight,executed_weight,selected_rank,is_selected,top_k,primary_candidate_size,after_risk_filters,after_secondary_screen,risk_filters_enabled,fallback_used,sort_strategy,secondary_screen_mode
688396,2026-03-13,51.15308517,50.4540234,51.7710963,49.88666892,18414025.0,925015188.51,3.64,-1.32,1.3871,-2.544,-0.0254403131115461,-0.0326340326340327,-0.0303738317757009,-0.0263929618768328,-0.02734375,-0.12784588441331,-0.199485613245459,-0.1677807486631016,-0.0263929618768328,-0.12784588441331,-0.0136660724896019,0.0377741673436231,-0.0254403131115461,0.0113728675873272,-0.0169759178839321,-0.0321264066235205,-0.1020069603476567,0.0267629818013829,0.0249164354946605,0.0280444762411053,1.0741095694493756,0.888461431065701,0.3345531086768591,0.342089115500044,0.1066443608877869,0.1462080071403171,0.3044446486213235,0.0975357194494299,0.1105010095399576,1.25344,1.21017,1.12292,0.3345199153357705,0.1066345417411285,0.146202599634762,3.120000000000001,3.338,0.1666666666666665,0.0833333333333334,-0.98617418909887,-5.1309861089711575,-0.018938134155277,-0.0240829077100454,-0.1044338434149303,-0.0240829077100454,-0.1044338434149303,0.0,2.0,0.2,0.7,0.9543049251943562,0.0828172940191713,0.1166666666666666,0.2433333333333333,0.2433333333333333,0.1633333333333333,0.6666666666666666,0.81,0.6966666666666667,0.76,0.7566666666666667,0.73,0.2433333333333333,0.5266666666666666,-1.0453501541903638,-0.6744966710243365,-0.0188859307458038,-0.0271176570401974,-0.1181968704057981,-0.0322293097410633,-0.2063745019920319,0.1678240740740542,0.1006944444444371,0.0299896587383659,0.0,0.1453166861639646,1.1066345417402454,0.4275093203774852,0.4275250036029793,-0.4533333333333333,1.2910736320302862,0.2441752476617828,-0.0012814944397224,0.4733333333333333,-0.0134623993377643,-0.32,-0.2756666666666666,-0.2726666666666666,-0.3011666666666667,-0.6,-0.4373333333333333,-0.1086905710491367,0.9769123815695832,0.5040455281144689,2026-03-13,0.64359117,0.64359117,0.9735099337748344,0.8774834437086093,1.2367549668874172,-0.32781456953642385,1.2531456953642384,0.0,0.0,0.0,0.18,0.18,1.0,1,5,180,151,151,1,0,risk_adjusted,none
600183,2026-03-13,639.02810186,656.09229296,668.91629112,638.82126318,44342091.0,2804699593.3,4.64,7.03,1.8518,1.0835,0.0108349267049074,-0.0009448818897637,-0.0150597733271231,-0.00875,-0.0368908456049795,-0.0820431196643032,-0.0361592221209359,-0.0006301197227472,-0.00875,-0.0820431196643032,0.0267033500566435,0.0471102476930549,-0.0191713048855906,0.0270357778857051,0.006888232866711,-0.0194290307123978,-0.0363641887170762,0.0388718301796265,0.0282902204358622,0.0321933841954798,1.3740377268446624,0.8787588239895082,0.1529190799733983,0.1238746481118997,-0.0527100672000229,-0.0599130363041009,0.1492376463212756,-0.0436582114260835,-0.0870736089365743,1.95486,1.96985,1.930465,0.1529074835014319,-0.0527198878692081,-0.0599284209457573,4.884,4.978,-0.04995904995905,-0.2783825816485226,-0.2250987401246922,-2.900052328945473,0.0173371056611765,-0.0064399458332126,-0.0586310786659235,-0.0064399458332126,-0.0586310786659235,1.0,0.0,0.3,0.7,1.2074477769592329,0.0849821539652715,0.88,0.4233333333333333,0.4233333333333333,0.2733333333333333,0.7533333333333333,0.6833333333333333,0.4933333333333333,0.9,0.8366666666666667,0.5033333333333333,0.4233333333333333,0.77,0.962511043958296,-0.3293297934807927,0.0173893090706498,-0.0094746951633646,-0.0723941056567913,-0.0195319338299407,-0.1484563758389261,0.3695801789401216,0.3268411442483246,0.0924745996211469,0.0,0.6229075652557902,0.9472801121303072,-0.1856968777215272,-0.1856770331033945,-0.07,0.9472801121303072,0.2454188754583259,0.0066784459841467,0.85,0.0192842481033227,0.1516666666666666,-0.0081666666666666,-0.1066666666666666,-0.0039166666666666,-0.35,-0.1853333333333333,-0.0222684563758389,0.5462648646618106,0.55927182728958,2026-03-13,0.65751433,0.65751433,0.9933774834437086,0.8410596026490067,1.2456953642384105,0.01655629139072845,1.2448675496688741,0.0,0.0,0.0,0.18,0.18,2.0,1,5,180,151,151,1,0,risk_adjusted,none
300316,2026-03-13,453.37741695,455.88813321,471.33869481,447.29375832,28016088.0,1335949383.18,5.29,1.06,2.2749,0.2335,0.0023354564755837,-0.0146107284491755,-0.0251909973157135,-0.0040084388185653,-0.0447187373532982,-0.153031933979189,-0.1068861142640938,-0.1581669044222539,-0.0040084388185653,-0.153031933979189,0.0055378061767836,0.0537564766839377,-0.032780167998361,0.0192141623488772,-0.0052256732268533,-0.03469850941583,-0.0838346594216962,0.0231022500460237,0.033414014101748,0.0306011528009424,0.6913940353193048,1.09192010899403,-0.0631751547983164,0.2242079902567053,-0.1454546437262872,-0.251135898392248,-0.0481196980238914,-0.1412376585517172,-0.2844004557043076,2.6621,3.03775,3.54909,-0.0631717662562286,-0.145449081552158,-0.2511233643321536,4.853999999999998,5.598,0.0898228265348171,0.1677704194260485,-0.1735085894406978,-4.579872789561171,0.0088376354318528,-0.001698384651778,-0.1296198929808093,-0.001698384651778,-0.1296198929808093,1.0,0.0,0.3,0.7,0.7549470504036775,-0.1306303836775202,0.7533333333333333,0.4733333333333333,0.4733333333333333,0.15,0.8166666666666667,0.4,0.6,0.69,0.8133333333333334,0.3133333333333333,0.4733333333333333,0.3033333333333333,0.4920591168413821,-0.5576796434946364,0.0088898388413261,-0.0047331339819299,-0.1433829199716771,-0.0348014125333729,-0.220957095709571,0.179582712369596,0.152531645569619,0.0537946428571427,0.0,0.2434619385457876,0.854550918447521,-0.5425840370456174,-0.542502573300855,-0.1266666666666666,0.9313090973604012,0.1575784900349431,-0.0074989027549187,0.1733333333333333,0.009836465637712,0.1133333333333333,0.0153333333333333,-0.0913333333333333,-0.0283333333333333,-0.35,-0.2099999999999999,-0.1826578657865787,0.4904894579431446,0.5005769871823911,2026-03-13,0.6896218,0.6896218,1.0,0.7496688741721855,1.2249006622516556,-0.2019867549668874,1.2349999999999999,0.0,0.0,0.0,0.18,0.18,3.0,1,5,180,151,151,1,0,risk_adjusted,none
600584,2026-03-13,167.85373572,168.63238128,173.5267248,166.07397444,54306364.0,2487147609.28,4.4,-0.93,3.0349,-0.5467,-0.005466870763175,-0.0284127323221533,-0.0113043478260869,-0.0331632653061224,-0.0497283744254074,-0.0556478405315614,-0.02466223461291,0.0183609493954322,-0.0331632653061224,-0.0556478405315614,0.0046388336646785,0.044876088412592,-0.0282051282051282,0.0154052243804421,-0.0070736180246265,-0.0260407743703957,-0.0256130089661599,0.0275728977619785,0.0249108874063576,0.025037090828306,1.1068613218066847,0.9949593416098592,-0.1690862497869789,-0.4098757446104172,-0.3043980220699427,-0.4071457572811218,-0.1771794754741671,-0.3038233208346251,-0.4239714129155387,4.362940000000002,5.11909,4.284809999999999,-0.1690669149052678,-0.3043910757425042,-0.407140722276811,4.48,4.7170000000000005,-0.0178571428571426,-0.0814196242171189,-1.202748640755852,-2.233876281546093,0.0010353081930939,-0.030853211139335,-0.0322357995331817,-0.030853211139335,-0.0322357995331817,0.0,2.0,0.5,0.5,1.1012820119981976,-0.0759968248768464,0.5433333333333333,0.21,0.21,0.23,0.89,0.23,0.07,0.7733333333333333,0.7033333333333334,0.0833333333333333,0.21,0.6766666666666666,0.0601945668830793,-0.2446854453876547,0.0010875116025672,-0.033887960469487,-0.0459988265240495,-0.0261436774879386,-0.0963639976157361,0.3643512450851774,0.3643512450851774,0.0651053864168618,0.0,0.6756194017168354,0.6956089242573363,-1.1542084890088802,-1.1541175424872248,0.1399999999999999,0.6956089242573363,0.0382889133766158,0.0025358069336724,0.72,0.0078651036964646,-0.1233333333333333,-0.24,-0.286,-0.211,-0.1,-0.174,-0.0269819193324061,0.5495310501632957,0.4612300110194771,2026-03-13,0.65530634,0.65530634,0.9867549668874173,0.6500000000000001,1.1817549668874172,0.04966887417218546,1.179271523178808,0.0,0.0,0.0,0.18,0.18,4.0,1,5,180,151,151,1,0,risk_adjusted,none
600115,2026-03-13,4.8963319,4.9383605,4.99089625,4.833289,220988412.0,1038880355.24,3.2,0.01,1.298,0.2132,0.0021321961620468,-0.0126050420168067,-0.0329218106995885,-0.08203125,-0.1013384321223709,-0.1797556719022687,-0.2166666666666666,-0.2621664050235479,-0.08203125,-0.1797556719022687,0.0085836909871244,0.0326086956521738,-0.0105263157894736,0.0217391304347827,-0.0142617449664429,-0.0646766169154229,-0.1494752081071301,0.0249691157126728,0.0200818375018944,0.017898129968215,1.2433680787586006,1.1220075805437448,0.0271638378020835,0.128806427599422,-0.2419066270069961,-0.1370322556644556,0.0306752855572582,-0.2536509012659727,-0.1894170386246707,1.71222,1.50413,1.165045,0.0271425180026905,-0.2419198467486654,-0.137042675832541,4.226,4.73,-0.2427827733080927,0.0884353741496599,-3.2853085764298986,-8.951156579987286,0.0086343751183159,-0.0797211958332126,-0.156343630903889,-0.0797211958332126,-0.156343630903889,1.0,0.0,0.3,0.7,1.395068409773262,-0.0140806400961079,0.7433333333333333,0.0633333333333333,0.0633333333333333,0.0466666666666666,0.65,0.56,0.4966666666666666,0.7366666666666667,0.4833333333333333,0.1533333333333333,0.0633333333333333,0.89,0.4808085090235073,-0.7319261194072184,0.0086865785277892,-0.0827559451633645,-0.1701066578947568,-0.0647795200329657,-0.2724458204334365,0.0970873786406871,0.0537634408601876,0.0173160173160173,0.0,0.0635576544665123,0.7580801532508918,-0.9137375385603798,-0.9137258260588448,-0.4333333333333333,0.7580801532508918,0.1040783684713681,0.0070709857444578,0.8766666666666667,0.0252377675604621,-0.0966666666666666,-0.3346666666666666,-0.44,-0.287,-0.35,-0.2306666666666666,-0.0336016511867905,0.7100684102116687,0.3923352658121156,2026-03-13,0.6529155,0.6529155,0.9801324503311258,0.5867549668874172,1.1561589403973511,-0.4139072847682119,1.1768543046357618,0.0,0.0,0.0,0.18,0.18,5.0,1,5,180,151,151,1,0,risk_adjusted,none
300418,2026-03-13,214.536686,204.45750962,215.87248046,202.3931,57239600.0,2940399704.61,6.28,-10.28,4.5628,-4.7879,-0.0478793590951932,-0.061849925705795,-0.1002850017812611,-0.0507423416651006,-0.0325608121049607,-0.1733224222585925,-0.1983812093318521,-0.147654404319946,-0.0507423416651006,-0.1733224222585925,-0.0469811320754717,0.0665999999999999,-0.0528783048940558,0.0101999999999999,-0.0596142389037831,-0.0594916674425101,-0.1065237387674238,0.0363130203247334,0.0408760306553699,0.056236947364181,0.8883695344807904,0.7268536535360562,0.2948054683699705,0.3625386147546301,-0.1487006167094383,-0.171355101043065,0.2462698619535597,-0.1942371146235229,-0.2213112771099253,5.3597800000000015,5.506310000000001,7.774900000000001,0.2948154033882915,-0.1486964017179811,-0.1713506867575563,5.4,5.58,0.1629629629629629,0.8690476190476193,-1.397359437742547,-4.240196992600671,-0.0413771801389241,-0.0484322874983132,-0.1499103812602128,-0.0484322874983132,-0.1499103812602128,0.0,3.0,0.4,0.6,0.645714641827488,0.135034766600042,0.02,0.1333333333333333,0.1333333333333333,0.06,0.9533333333333334,0.7666666666666667,0.7166666666666667,0.8866666666666667,0.9833333333333332,0.2233333333333333,0.1333333333333333,0.19,-2.287367849511094,-2.250239661510053,-0.0413249767294509,-0.0514670368284652,-0.1636734082510806,-0.0595945705600529,-0.2338844228727439,0.0443864229765001,0.0320150659133703,-0.00980199960792,0.0,-0.0419095871690924,0.85130359828186,-0.5550747520889006,-0.5549983874699066,-0.5833333333333334,0.9900345550389038,0.0166666666666666,-0.0199239270394476,0.0333333333333333,-0.0310315693637578,-0.4233333333333333,-0.3836666666666666,-0.3813333333333333,-0.4068333333333333,-0.35,-0.368,-0.2260882754436524,0.8580299477003833,0.5263333333333333,2026-03-13,0.76563203,,,,,,,,,,0.0,0.0,,0,5,180,151,151,1,0,risk_adjusted,none
600875,2026-03-13,107.05833585,102.6476928,108.58201254,102.30018759,117533209.0,4583097977.68,5.81,-5.53,5.1928,-5.1149,-0.0511489992587101,-0.0652385589094449,-0.0891840607210625,-0.1316146540027136,0.0007818608287724,0.035878068519018,0.1411589895988112,0.4382022471910114,-0.1316146540027136,0.035878068519018,-0.0411985018726591,0.0614058008884244,-0.0546528803545051,0.0033969166448917,-0.063916922626883,-0.0461997019374069,0.0563961485557085,0.0140179522066644,0.0566633587209779,0.0588288328251437,0.2473900686983931,0.9631902589228268,0.1083474389239955,-0.373028570627494,-0.0477642415422088,-0.1167825678484635,0.0751797235407152,-0.098834279142743,-0.1440415211041469,5.4533000000000005,5.87945,5.948465000000001,0.1083411593955434,-0.0477692406432802,-0.1167881349445951,4.986,6.564,0.1652627356598475,0.6138888888888887,-9.389007185425584,0.63317934778727,-0.0446468203024411,-0.1293045998359263,0.0592901095173977,-0.1293045998359263,0.0592901095173977,0.0,5.0,0.4,0.6,0.2382837043245411,-0.7007724745608497,0.0133333333333333,0.0066666666666666,0.0066666666666666,0.1166666666666666,0.97,0.63,0.08,0.43,0.9866666666666668,0.3933333333333333,0.0066666666666666,0.0066666666666666,-2.46834483682949,-2.0000331485592366,-0.0445946168929678,-0.1323393491660782,0.0455270825265299,-0.0463026050549498,-0.1538122520934332,0.3648771610554925,0.6372141372141249,0.1166036638557719,0.0,0.7580908690172677,0.9522307593565452,-0.1666650190874042,-0.1666267502240633,-0.0733333333333333,1.1095990196272616,0.0008333333333333,-0.0448108806184793,0.0066666666666666,-0.0181267470597521,-0.49,-0.4923333333333333,-0.4713333333333334,-0.4698333333333333,-0.4499999999999999,-0.4766666666666666,-0.1527868370794769,1.1022016928297464,0.455375,2026-03-13,0.75133944,,,,,,,,,,0.0,0.0,,0,5,180,151,151,1,0,risk_adjusted,none
002493,2026-03-13,211.7406197,212.83448268,220.02272512,210.49049058,73230908.0,1007466213.94,4.42,-2.81,0.7822,-1.3043,-0.0130434782608694,-0.0306049822064057,-0.0058394160583941,-0.1062992125984251,-0.0683994528043775,-0.1269230769230768,-0.099801718440185,-0.0123277737490934,-0.1062992125984251,-0.1269230769230768,0.0051660516605167,0.0452858203414996,-0.0326704545454544,0.0111358574610245,-0.0129004203507754,-0.0655872667398462,-0.0795431506386428,0.0435901056888641,0.0429001582215721,0.0366391767740532,1.0160826322301315,1.170882153988588,-0.1613350354558597,0.1126947184016242,-0.1501332535773706,-0.1781937553619933,-0.1629880206978151,-0.1574541408175908,-0.2273532389176999,0.92038,0.95181,0.794065,-0.1613594939423179,-0.1501336404528565,-0.1781973292989147,7.044,6.644,-0.3725156161272004,-0.4199475065616798,-2.4386087373755228,-2.958568969946028,-0.0065412993046004,-0.1039891584316377,-0.1035110359246971,-0.1039891584316377,-0.1035110359246971,0.0,2.0,0.3,0.7,1.1897130210560103,-0.1442413728817726,0.33,0.02,0.02,0.04,0.41,0.2366666666666666,0.4866666666666667,0.93,0.8766666666666667,0.2966666666666667,0.02,0.76,-0.359176229428586,-0.1215101655898802,-0.0064890958951271,-0.1070239077617897,-0.1172740629155649,-0.0656901698573891,-0.1684981684981685,0.0830564784053139,0.0830564784053139,0.0186985789080029,0.0,0.1109720009098807,0.8498663595462201,-0.5605876318851064,-0.5605289379672156,-0.4666666666666667,0.8498663595462201,0.0025,0.0069509289148108,0.8666666666666667,0.0149156856572308,-0.3249999999999999,-0.4335,-0.476,-0.40625,-0.5,-0.412,-0.0224664224664224,0.8328690323552957,0.3746249999999999,2026-03-13,0.6718018,,,,,,,,,,0.0,0.0,,0,5,180,151,151,1,0,risk_adjusted,none
600482,2026-03-13,76.4615093,73.65866805,76.9099639,73.38959529,62778030.0,2097043965.63,4.54,-3.88,2.7677,-5.0029,-0.0500289184499711,-0.1044165757906214,-0.1249334043686734,-0.1632705043301069,-0.0425531914893616,-0.0231935771632471,0.0326941213454889,0.196285506190823,-0.1632705043301069,-0.0231935771632471,-0.0366568914956011,0.0479682248701496,-0.0422740524781339,0.0036663611365719,-0.0839886230550442,-0.0738391271250951,-0.0141648160374525,0.0218647661599332,0.0518397264109955,0.0466272394882887,0.4217762645308948,1.1117905966536132,-0.0520095965974926,0.3410248083703422,-0.0019224454523404,0.1034032842604311,-0.0930883302997263,-0.0758227137960092,0.0366831043707616,2.78744,2.52283,2.551655,-0.0581248936532243,-0.0070817667824238,0.0970616331659288,5.848000000000001,6.495,-0.2236662106703147,-0.3089802130898021,-7.467287924708271,-0.4474093281071059,-0.043526739493702,-0.1609604501633195,0.0002184638351325,-0.1609604501633195,0.0002184638351325,0.0,5.0,0.4,0.6,0.4689268847971357,-0.5728122454305992,0.0166666666666666,0.0033333333333333,0.0033333333333333,0.0233333333333333,0.87,0.41,0.6933333333333334,0.66,0.96,0.4433333333333333,0.0033333333333333,0.07,-2.406347540435656,-2.805795341678129,-0.0434745360842288,-0.1639951994934715,-0.0135445631557352,-0.0739420302426379,-0.1632705043301069,0.1498673740052962,0.5034856700232205,0.03562421185372,0.0,0.2181913506035072,0.9929182332172198,0.0097371922073363,-0.0100597699344416,-0.6900000000000001,0.9929182332172198,0.0028509647185007,-0.0247624733283555,0.02,-0.0106754961855344,-0.49,-0.4946666666666666,-0.4926666666666666,-0.4896666666666666,-0.4499999999999999,-0.4953333333333333,-0.1600050942435048,0.9896085057731624,0.4617829341233253,2026-03-13,0.65569997,,,,,,,,,,0.0,0.0,,0,5,180,151,151,1,0,risk_adjusted,none
600000,2026-03-13,129.68214856,130.95854766,132.87314631,129.29922883,99676711.0,1024835924.3,2.75,1.02,0.2993,0.7859,0.0078585461689586,0.0188679245283016,0.0301204819277107,0.0374115267947421,0.0687499999999998,0.0555555555555555,0.0280561122244489,0.002932551319648,0.0374115267947421,0.0555555555555555,0.0098425196850393,0.0276406712734451,-0.0144092219020174,0.012833168805528,0.0194753577106516,0.0363636363636363,0.0329205678042885,0.0065397928824305,0.0096942585115421,0.0099703708236611,0.6746047544166628,0.9723067158682096,0.1147234938233243,0.3705783467711185,0.056487173112369,-0.0153484104330743,0.1313038633328365,0.0806844797367201,0.0275728770752805,0.28328,0.30395,0.25553,0.1147113594040967,0.0565518215193447,-0.0152985688435599,2.322,2.304,0.1843238587424633,0.4550264550264551,5.720598107858954,5.730768937477731,0.0143607251252277,0.0397215809615295,0.0789675965539352,0.0397215809615295,0.0789675965539352,4.0,0.0,0.7,0.3,0.6559227332759455,-0.3091924660208603,0.8466666666666667,0.8266666666666667,0.8266666666666667,0.8866666666666667,0.1066666666666666,0.64,0.7266666666666667,0.1,0.1966666666666666,0.7066666666666667,0.8266666666666667,0.1933333333333333,0.7977661926686861,0.6889977573311591,0.0144129285347009,0.0366868316313775,0.0652045695630674,0.0362607332460935,-0.0019455252918287,0.8469387755101352,0.8469387755101352,0.088016967126193,0.0,45.24072107960964,1.056551821515615,0.2345012013551869,0.2348047502613455,0.0999999999999999,1.2512995302187515,0.5007876673041566,-0.0034305779412305,0.3266666666666666,0.0070755622084254,0.3366666666666666,0.3296666666666666,0.3386666666666666,0.3431666666666667,0.6,0.5173333333333333,-0.0013099870298313,0.2168919185712503,0.2965211169535371,2026-03-13,0.6364771,,,,,,,,,,0.0,0.0,,0,5,180,151,151,1,0,risk_adjusted,none
